,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.exitStrategies,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestParams.tradeFeeInfo.name,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount
backtestParams.tradeFeeInfo.makerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.tradeFeeInfo.takerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.resultSampleGroups.0,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.skipped.sampleSize,932,932,932,932,932,364,364,364,364,364,126,126,126,126,126,31,31,31,31,31,12,12,12,12,12,7,7,7,7,7
backtestResult.results.groupedByPriceTargetReached.skipped.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeCount,932,932,932,932,932,364,364,364,364,364,126,126,126,126,126,31,31,31,31,31,12,12,12,12,12,7,7,7,7,7
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeCount,932,932,932,932,932,364,364,364,364,364,126,126,126,126,126,31,31,31,31,31,12,12,12,12,12,7,7,7,7,7
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.003948211669921875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.010082244873046875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.028850555419921875,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.11218643188476562,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.2646522521972656,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469,0.4096183776855469
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9960517883300781,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9899177551269531,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.9711494445800781,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.8878135681152344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.7353477478027344,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531,0.5903816223144531
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.sampleSize,2437,2532,2627,2699,2789,2892,3000,3097,3181,3282,2961,3081,3194,3297,3396,2833,2958,3083,3190,3300,2614,2745,2892,3004,3125,2454,2585,2736,2854,2978
backtestResult.results.groupedByPriceTargetReached.true.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.mean,0.0010340839826673217,0.0010399447849153214,0.0010419563753931353,0.0010426053130127256,0.0010415829608646826,0.0010949124512361838,0.001097258015428623,0.0010975602222454976,0.001101087549622,0.0010984309813848328,0.0014093845277240546,0.0014035659588785324,0.0014028077664476832,0.001405320662402982,0.001406621957196008,0.0018682004738357536,0.0018653175636834892,0.0018652410384487597,0.0018690334283623148,0.0018723363638274162,0.002419552969005603,0.0024113527103112172,0.002411092690485258,0.0024160061837545325,0.002417557662419852,0.0029641386289115707,0.0029559198869562476,0.002958570670151203,0.0029602243852750432,0.002962488842248257
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.stdDev,0.0011411615775760405,0.0011430683639762677,0.0011385063531794773,0.0011424567968968,0.0011365602196504484,0.001195514187581216,0.0011902947863348654,0.0011845219033912598,0.001190625229941149,0.0011819613694147807,0.0013568189557966002,0.0013475222157214915,0.001339841803115688,0.0013454216777822276,0.0013399314973791445,0.0015545271401088176,0.0015445772457728262,0.001535888305669002,0.0015457639722093,0.0015386308620624148,0.0017792866742836401,0.0017666004388999412,0.001756650049774893,0.0017659011404677182,0.0017562750031678445,0.0019699432851031356,0.0019573629129619984,0.0019554378506138645,0.001959159787171081,0.0019490399682446683
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.min,3.629481018283088e-08,3.629481018283088e-08,3.629481018283088e-08,3.629481018283088e-08,3.629481018283088e-08,6.223131211594056e-07,6.223131211594056e-07,6.223131211594056e-07,6.223131211594056e-07,6.223131211594056e-07,1.9245401855978633e-06,1.9245401855978633e-06,1.9245401855978633e-06,1.9245401855978633e-06,1.9245401855978633e-06,7.479243641435648e-08,7.479243641435648e-08,7.479243641435648e-08,7.479243641435648e-08,7.479243641435648e-08,2.2727854794393344e-06,2.2727854794393344e-06,2.2727854794393344e-06,2.2727854794393344e-06,2.2727854794393344e-06,2.42635218701643e-06,2.42635218701643e-06,2.42635218701643e-06,2.42635218701643e-06,2.42635218701643e-06
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.firstQuartile,0.0002873792255069467,0.000288746557422019,0.0002887312130058868,0.0002890844718674432,0.00028886101981303377,0.0003190232410967489,0.0003202038274892671,0.000322393834106774,0.0003231351071040703,0.0003238450533464102,0.0004910632292735306,0.0004887287129455592,0.0004921994902479341,0.0004925758005767189,0.00049321144301164,0.0008052616097140219,0.0008035067017100808,0.0008074560458197226,0.0008078439293553294,0.0008106458336669948,0.0012276928452585954,0.0012192476633397665,0.0012203935579340997,0.0012189820134338384,0.0012255999543219417,0.001617313282744062,0.001612611994138577,0.0016124742280817722,0.0016105732540235367,0.0016127497601953816
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.median,0.0006853221727996425,0.0006854380183039593,0.000686690191549458,0.000686690191549458,0.000686690191549458,0.0007322770305499927,0.000737231134763027,0.0007429618437255479,0.0007499781497076732,0.0007503035265026879,0.0010630963004202058,0.00105772329082256,0.0010635440301428908,0.0010630963004202058,0.0010670313434349796,0.001524774787583422,0.0015252342527594751,0.0015267242794944772,0.0015281250704040168,0.0015295050523106853,0.0020521514956934068,0.0020464211715593788,0.002056213173271333,0.0020569448067331527,0.002060112041183682,0.0025885839674766845,0.002584443667141287,0.002596134825260236,0.0025970578424397914,0.0026027589771715084
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.thirdQuartile,0.0013771520914756304,0.0013852410445109808,0.0013970920907196997,0.0013944696400066791,0.0014025630180134916,0.0014511635315481812,0.00145299977961654,0.0014525519797428657,0.0014556935655582763,0.0014514224684559459,0.0018680636773271925,0.0018581951170139402,0.0018531670128262405,0.0018603376214350374,0.0018702523107999212,0.0024754903726753414,0.0024717071390731498,0.002471598851054995,0.002475401987797842,0.0024850647630708616,0.003185421590247244,0.003178111062294665,0.003178693914936959,0.0031801787412346857,0.0031859718957171004,0.0038885600884376926,0.003885963570385442,0.0038871536752653484,0.0038885600884376926,0.0038984201573720218
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.max,0.010464964433923607,0.010464964433923607,0.010464964433923607,0.010464964433923607,0.010464964433923607,0.011378926008126086,0.011378926008126086,0.011378926008126086,0.011378926008126086,0.011378926008126086,0.013973239985681079,0.013973239985681079,0.013973239985681079,0.013973239985681079,0.013973239985681079,0.016567553963235934,0.016567553963235934,0.016567553963235934,0.016567553963235934,0.016567553963235934,0.019161867940790653,0.019161867940790653,0.019161867940790653,0.019161867940790653,0.019161867940790653,0.01976252252840467,0.01976252252840467,0.01976252252840467,0.01976252252840467,0.01976252252840467
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.range,0.010464928139113424,0.010464928139113424,0.010464928139113424,0.010464928139113424,0.010464928139113424,0.011378303695004926,0.011378303695004926,0.011378303695004926,0.011378303695004926,0.011378303695004926,0.01397131544549548,0.01397131544549548,0.01397131544549548,0.01397131544549548,0.01397131544549548,0.01656747917079952,0.01656747917079952,0.01656747917079952,0.01656747917079952,0.01656747917079952,0.019159595155311213,0.019159595155311213,0.019159595155311213,0.019159595155311213,0.019159595155311213,0.019760096176217653,0.019760096176217653,0.019760096176217653,0.019760096176217653,0.019760096176217653
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveCount,2437,2532,2627,2699,2789,2892,3000,3097,3181,3282,2961,3081,3194,3297,3396,2833,2958,3083,3190,3300,2614,2745,2892,3004,3125,2454,2585,2736,2854,2978
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
