,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.exitStrategies,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestParams.tradeFeeInfo.name,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount
backtestParams.tradeFeeInfo.makerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.tradeFeeInfo.takerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.resultSampleGroups.0,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.true.sampleSize,2200,2311,2391,2501,2578,2768,2880,2976,3084,3168,2908,3026,3126,3240,3333,2774,2901,3016,3141,3239,2594,2718,2838,2971,3071,2400,2533,2652,2790,2889
backtestResult.results.groupedByPriceTargetReached.true.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.mean,0.0006452600551747251,0.0006494134142194457,0.000654758134624188,0.0006557412067211486,0.0006637591694623091,0.0007009796435267935,0.0007044430993158405,0.0007063835763066996,0.0007059654736438363,0.000709416156653635,0.0009614894989342156,0.0009634863543987936,0.0009693046150422508,0.000968955806928927,0.0009702905915250997,0.001359089339895652,0.0013624077754803496,0.001370878785085395,0.0013736687672175403,0.0013790578905510836,0.0018322020066159795,0.00183280109257574,0.0018444649020120888,0.0018508292693743453,0.0018604837852666501,0.0023553243588708317,0.0023577751965960223,0.0023724915210436175,0.0023758808452939272,0.002381063698623493
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.stdDev,0.0006836499847317157,0.0006867101108295258,0.0006869604894552932,0.0006908569094036216,0.0006933954344919235,0.0007386223285505206,0.0007353103943735078,0.0007408993172578004,0.0007352558656933135,0.0007416291146438542,0.0009003056361231409,0.0009005085608087508,0.0009131956419289498,0.000907773802156049,0.000914864108857854,0.001094174381468969,0.0010975396925352004,0.0011194490978444294,0.0011146903007052573,0.001132391468090781,0.0012881030539915225,0.0012883331318834597,0.0013149594682896784,0.0013156392129771044,0.0013407679970655008,0.00148645814162699,0.0014905435174371053,0.0015292000190558525,0.0015241389760450948,0.001559907235892463
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.min,3.0454289539563026e-07,3.0454289539563026e-07,3.0454289539563026e-07,1.1380261778540886e-07,1.1380261778540886e-07,6.162378668433114e-08,6.162378668433114e-08,6.162378668433114e-08,6.162378668433114e-08,6.162378668433114e-08,2.7702979679017516e-07,2.7702979679017516e-07,2.7702979679017516e-07,2.7702979679017516e-07,2.7702979679017516e-07,1.2495756331544193e-06,1.2495756331544193e-06,1.2495756331544193e-06,1.2495756331544193e-06,1.2495756331544193e-06,2.6934243190494348e-08,2.6934243190494348e-08,2.6934243190494348e-08,2.6934243190494348e-08,2.6934243190494348e-08,7.134897709596163e-06,7.134897709596163e-06,7.134897709596163e-06,7.134897709596163e-06,7.134897709596163e-06
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.firstQuartile,0.00018021161646489985,0.00017975416785579213,0.0001819082533955445,0.00018165380026856194,0.0001863613176320693,0.00019607791184047212,0.00019783973296933505,0.00019806274678141838,0.00020033098277771736,0.00020122235621197903,0.00033693784421775396,0.00033642796413551,0.0003381314345378887,0.0003420413800245426,0.00034341625785659044,0.0005633918646952983,0.0005652861075022895,0.0005655457923629529,0.0005673107354423439,0.0005704141743462758,0.0009200691031159235,0.0009179050020603817,0.000923166993654915,0.0009232371030024349,0.0009290475557713407,0.0013310150415456288,0.0013278759187241326,0.0013319311724077712,0.001334860602155975,0.001331974202058459
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.median,0.0004236942043640537,0.00042943876297052875,0.0004398921093752503,0.00043967360482236094,0.00044903005351800074,0.00046789735463814686,0.0004748200739924459,0.0004742935058115271,0.0004784980499569255,0.0004801584741693282,0.0006999482323038481,0.0007059138305733775,0.0007089887685437043,0.0007140642318067305,0.0007157217227015367,0.0011052057828424239,0.0011046427244933788,0.0011073947494331785,0.0011128162323563952,0.001114251289754001,0.0015869757097591712,0.0015879825806900572,0.0015954995615810397,0.0016101020723000047,0.0016164748882629692,0.0021023634372639905,0.0021064124453023755,0.0021080152432015596,0.002120064040775759,0.002120705769051349
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.thirdQuartile,0.0008762385010868969,0.0008801073447593766,0.0008877233784463755,0.0008893911648616097,0.000901797596004161,0.0009659964399613068,0.0009721445588357664,0.0009721445588357664,0.0009705973649899236,0.0009721445588357664,0.0013170005323857013,0.001319194956466337,0.0013234949502772262,0.0013219958429261395,0.0013143100913261558,0.0018809125700887722,0.0018795009368331715,0.0018833147935852328,0.0018840439980943213,0.0018841942948386171,0.0024906008625037133,0.0024843646969794483,0.0024885926063831,0.002492432369431936,0.0024987936496214396,0.003119868578676959,0.0031318242481032875,0.0031411875822773706,0.0031430934489181696,0.0031478012189069563
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.max,0.006177464227223843,0.006177464227223843,0.006177464227223843,0.006177464227223843,0.006177464227223843,0.007177603811227026,0.007177603811227026,0.007177603811227026,0.007177603811227026,0.007177603811227026,0.007318320166508225,0.007318320166508225,0.009255875142829658,0.009255875142829658,0.009255875142829658,0.010359718559580063,0.010359718559580063,0.012302341608639362,0.012302341608639362,0.012302341608639362,0.013421943642262919,0.013421943642262919,0.015348808074449456,0.015348808074449456,0.015348808074449456,0.016566535204559626,0.016566535204559626,0.01839527454025955,0.01839527454025955,0.01846844551945857
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.range,0.006177159684328447,0.006177159684328447,0.006177159684328447,0.006177350424606058,0.006177350424606058,0.007177542187440341,0.007177542187440341,0.007177542187440341,0.007177542187440341,0.007177542187440341,0.007318043136711435,0.007318043136711435,0.009255598113032868,0.009255598113032868,0.009255598113032868,0.01035846898394691,0.01035846898394691,0.012301092033006208,0.012301092033006208,0.012301092033006208,0.013421916708019729,0.013421916708019729,0.015348781140206266,0.015348781140206266,0.015348781140206266,0.01655940030685003,0.01655940030685003,0.018388139642549952,0.018388139642549952,0.018461310621748973
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveCount,2200,2311,2391,2501,2578,2768,2880,2976,3084,3168,2908,3026,3126,3240,3333,2774,2901,3016,3141,3239,2594,2718,2838,2971,3071,2400,2533,2652,2790,2889
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.9983253479003906,0.9984016418457031,0.9984550476074219,0.9985237121582031,0.9985694885253906,0.9986686706542969,0.9987220764160156,0.9987602233886719,0.9988059997558594,0.9988365173339844,0.9987297058105469,0.9987831115722656,0.9988212585449219,0.9988594055175781,0.9988975524902344,0.9986686706542969,0.9987297058105469,0.9987754821777344,0.9988288879394531,0.9988594055175781,0.9985771179199219,0.9986457824707031,0.9986991882324219,0.9987602233886719,0.9987983703613281,0.9984626770019531,0.9985466003417969,0.9986076354980469,0.9986763000488281,0.9987220764160156
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.001674652099609375,0.001598358154296875,0.001544952392578125,0.001476287841796875,0.001430511474609375,0.001331329345703125,0.001277923583984375,0.001239776611328125,0.001194000244140625,0.001163482666015625,0.001270294189453125,0.001216888427734375,0.001178741455078125,0.001140594482421875,0.001102447509765625,0.001331329345703125,0.001270294189453125,0.001224517822265625,0.001171112060546875,0.001140594482421875,0.001422882080078125,0.001354217529296875,0.001300811767578125,0.001239776611328125,0.001201629638671875,0.001537322998046875,0.001453399658203125,0.001392364501953125,0.001323699951171875,0.001277923583984375
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.meanCI_95.lowerLimit,0.0006166921405443895,0.0006214152510364038,0.0006272223128117478,0.0006286650305663424,0.0006369924225436169,0.0006734629998077055,0.0006775877668849453,0.0006797641431943986,0.0006800154723070797,0.000683590566429968,0.0009287668209037271,0.0009314008068262227,0.00093729168579775,0.0009376978051651126,0.000939231052585491,0.001318371063581795,0.0013224682921484968,0.0013309262121098992,0.0013346856714008036,0.0013400594549510224,0.0017826316897090822,0.0017843660684068038,0.0017960853054636123,0.001803520510493646,0.0018130628845962542,0.0022958536473446315,0.0022997277478765976,0.0023142900976209115,0.002319324864419769,0.0023241808845968588
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.meanCI_95.upperLimit,0.0006738279698050607,0.0006774115774024875,0.0006822939564366281,0.0006828173828759548,0.0006905259163810012,0.0007284962872458815,0.0007312984317467357,0.0007330030094190006,0.0007319154749805929,0.000735241746877302,0.0009942121769647041,0.0009955719019713646,0.0010013175442867516,0.0010002138086927415,0.0010013501304647083,0.0013998076162095089,0.0014023472588122023,0.0014108313580608908,0.001412651863034277,0.0014180563261511447,0.0018817723235228768,0.0018812361167446763,0.0018928444985605653,0.0018981380282550447,0.001907904685937046,0.002414795070397032,0.002415822645315447,0.0024306929444663236,0.0024324368261680854,0.002437946512650127
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.mean,0.0018454033678229696,0.001849547115919619,0.0018548958524686702,0.0018558830965365485,0.0018639014787923988,0.0019011038783074436,0.001904567766786071,0.0019065122515362688,0.0019060979539373241,0.0019095501985344312,0.0021616054609368877,0.0021636032371657623,0.002169428784817164,0.0021690835129777107,0.002170415033736649,0.0025592274239852066,0.002562534646127553,0.0025710198131385807,0.0025738237604613435,0.0025792042402828334,0.003032383813789417,0.003032962623248764,0.0030446380692084546,0.0030510100789571193,0.003060659793524896,0.003555541618036896,0.0035579677043444734,0.0035726859611004036,0.0035760778751263373,0.0035812508724252508
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.stdDev,0.0006838415240790383,0.0006868836781245552,0.000687157775565846,0.0006910461389560095,0.0006935732023937472,0.0007388164306267863,0.0007355176504976307,0.000741135736692715,0.0007354993023841322,0.000741878155267883,0.0009005643241871896,0.0009007720940792116,0.0009135003594635423,0.0009080813017054813,0.0009151791205323319,0.0010945233573738371,0.0010978790095299265,0.0011198442394901795,0.0011150947058806136,0.001132788838685882,0.0012885873478993878,0.0012887914505561578,0.0013154837249908938,0.0013161621227440912,0.0013412874519537557,0.0014870927882508131,0.0014911251748380326,0.0015298746857563181,0.0015248051071829842,0.0015605772063016089
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.min,0.0011996270277205825,0.0011996270277205825,0.0011996270277205825,0.0011993940978774092,0.0011993940978774092,0.0011993419816235132,0.0011993419816235132,0.0011993419816235132,0.0011993419816235132,0.0011993419816235132,0.001199557129301444,0.001199557129301444,0.001199557129301444,0.001199557129301444,0.001199557129301444,0.0012005285087824812,0.0012005285087824812,0.0012005285087824812,0.0012005285087824812,0.0012005285087824812,0.001200747398842977,0.001200747398842977,0.001200747398842977,0.001200747398842977,0.001200747398842977,0.0012078638969865172,0.0012078638969865172,0.0012078638969865172,0.0012078638969865172,0.0012078638969865172
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.firstQuartile,0.0013802490107763217,0.0013800928290700065,0.0013818636189360054,0.0013817741883751346,0.001386307463275336,0.0013964423025255748,0.0013982897925841325,0.0013988763885783818,0.0014007491585043747,0.00140111359992167,0.0015365165945309886,0.0015362843877628695,0.001537241630304571,0.0015415293644492258,0.0015442559222561378,0.0017635759940736423,0.0017655677197061404,0.0017656544616511988,0.0017668098728613512,0.0017704735277424457,0.0021205259716259982,0.0021177009206204563,0.002124880993097201,0.002125017665904325,0.002130030429617089,0.002532756353089034,0.002527270464963852,0.002534170837941752,0.0025348699700412473,0.0025341831587354833
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.median,0.001624194515311067,0.0016306748311269118,0.001639322713580827,0.00163921792390382,0.0016490954820998077,0.0016681326876486898,0.001675290019744553,0.0016749828592957593,0.0016788601889339253,0.001680718513991365,0.0019007816843588886,0.0019051845912348533,0.0019081725487630741,0.0019135417415537704,0.0019153398640573813,0.0023055108521630426,0.002305036264794498,0.002306545887276629,0.0023111019634146205,0.0023144142904808402,0.0027886986972731898,0.0027894380899158404,0.002798135742763739,0.0028094951297803292,0.002815647621951264,0.003303098696153991,0.0033070522547548067,0.0033112668124349455,0.0033217197651516104,0.00332268757843477
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.00207662897932674,0.002080208945999763,0.0020878720820258698,0.0020897344647623998,0.002102277690086965,0.0021663297074449184,0.002173534448469068,0.002173534448469068,0.002169497748887094,0.002173534448469068,0.0025160726805672634,0.002516893303510305,0.0025230836341513982,0.0025196908309218368,0.0025134038758045495,0.00307991884453256,0.003076943562886964,0.0030861464564665214,0.0030870266404774294,0.003087177117686094,0.003692524457042323,0.0036866961800804767,0.0036893185334073214,0.0036945938323946236,0.0036999492232949395,0.004322291530910941,0.004333571417810307,0.004340745857807131,0.004341084447771072,0.004348344219701533
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.max,0.007369336146999291,0.007369336146999291,0.007369336146999291,0.007369336146999291,0.007369336146999291,0.008368276283170405,0.008368276283170405,0.008368276283170405,0.008368276283170405,0.008368276283170405,0.008527827855321427,0.008527827855321427,0.010467709293491351,0.010467709293491351,0.010467709293491351,0.011572878117586392,0.011572878117586392,0.013517833713832911,0.013517833713832911,0.013517833713832911,0.01463878007649405,0.01463878007649405,0.01656795813417467,0.01656795813417467,0.01656795813417467,0.017787147414130854,0.017787147414130854,0.019618082554516424,0.019618082554516424,0.019691341391605197
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.range,0.006169709119278708,0.006169709119278708,0.006169709119278708,0.006169942049121881,0.006169942049121881,0.007168934301546892,0.007168934301546892,0.007168934301546892,0.007168934301546892,0.007168934301546892,0.007328270726019982,0.007328270726019982,0.009268152164189906,0.009268152164189906,0.009268152164189906,0.010372349608803911,0.010372349608803911,0.01231730520505043,0.01231730520505043,0.01231730520505043,0.013438032677651073,0.013438032677651073,0.015367210735331692,0.015367210735331692,0.015367210735331692,0.016579283517144338,0.016579283517144338,0.018410218657529908,0.018410218657529908,0.01848347749461868
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveCount,2200,2311,2391,2501,2578,2768,2880,2976,3084,3168,2908,3026,3126,3240,3333,2774,2901,3016,3141,3239,2594,2718,2838,2971,3071,2400,2533,2652,2790,2889
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.9983253479003906,0.9984016418457031,0.9984550476074219,0.9985237121582031,0.9985694885253906,0.9986686706542969,0.9987220764160156,0.9987602233886719,0.9988059997558594,0.9988365173339844,0.9987297058105469,0.9987831115722656,0.9988212585449219,0.9988594055175781,0.9988975524902344,0.9986686706542969,0.9987297058105469,0.9987754821777344,0.9988288879394531,0.9988594055175781,0.9985771179199219,0.9986457824707031,0.9986991882324219,0.9987602233886719,0.9987983703613281,0.9984626770019531,0.9985466003417969,0.9986076354980469,0.9986763000488281,0.9987220764160156
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
