,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.true.sampleSize,2233,2361,2466,2548,2620,2864,2993,3103,3185,3256,3000,3128,3250,3357,3442,2868,3014,3156,3276,3369,2662,2815,2978,3099,3190,2482,2644,2805,2927,3022
backtestResult.results.groupedByPriceTargetReached.true.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.mean,0.0007777801420662356,0.0007750953339903598,0.0007816395117279254,0.0007901710997786765,0.000795911295902334,0.0008766998020213956,0.0008767884672968941,0.000883764030821997,0.0008861930067770282,0.0008898679131436498,0.0012214426925999094,0.0012160506127685234,0.0012256984867675823,0.0012259912179591072,0.0012257017919237475,0.0017162482284497666,0.0017088832159414791,0.0017185481881949285,0.0017205678587782598,0.0017214943665704381,0.0022491293773820647,0.002249086496855338,0.0022659245491054815,0.0022729421923020268,0.0022743125580655457,0.0028566771618526773,0.002860973233213125,0.002883946294957111,0.0028942541144345193,0.002893597798154949
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.stdDev,0.00095625051169614,0.0009426576739704847,0.0009469689277187382,0.0009442448259378236,0.0009445054311616208,0.0010484227733585907,0.0010393078901312074,0.0010530505812410126,0.0010500669789528859,0.0010485205395379875,0.0012679136520857878,0.001258032440139279,0.0012579946308279978,0.0012536406358062274,0.001250099833058575,0.0015074008563753455,0.001495546979986851,0.0014944732450012594,0.0014931733957140759,0.001492227924575542,0.0017276347528351328,0.0017123587747654991,0.0017207075034374115,0.0017229515033039668,0.0017211682655297676,0.0019925043270924386,0.001980381822446379,0.0019892252266660833,0.001992783786853997,0.001989566045958442
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.min,1.7492882271827852e-07,1.7492882271827852e-07,1.7492882271827852e-07,1.7492882271827852e-07,1.7492882271827852e-07,1.9491302251317725e-08,1.9491302251317725e-08,1.9491302251317725e-08,1.9491302251317725e-08,1.9491302251317725e-08,1.6749725592571032e-07,1.6749725592571032e-07,1.6749725592571032e-07,1.6749725592571032e-07,1.6749725592571032e-07,3.4851055632510833e-06,3.4851055632510833e-06,3.4851055632510833e-06,3.4851055632510833e-06,3.4851055632510833e-06,4.4016415661719694e-06,3.7132864733592386e-06,3.7132864733592386e-06,3.7132864733592386e-06,3.7132864733592386e-06,2.313661983158327e-06,2.313661983158327e-06,2.313661983158327e-06,2.313661983158327e-06,2.313661983158327e-06
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.firstQuartile,0.0001794879716740926,0.00018345427630911745,0.00018742889724354157,0.00018897746037020187,0.0001891897471795407,0.00023145783346736803,0.0002330847740808201,0.0002337301025374039,0.00023372601697083966,0.00023429976733489272,0.0004058893670020611,0.00040502307616834,0.0004060209677517512,0.00040678471904247675,0.00040810992653685286,0.0007053034423753314,0.0006998895056430961,0.0007030156712824877,0.0006991511780178724,0.0007013262059029107,0.0010420522339048997,0.0010512269985489854,0.0010601301575185503,0.001061661319008397,0.0010665567346573592,0.0014899729142917825,0.0015023501588796477,0.0015085648552470195,0.001508930894873444,0.0015096817588530595
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.median,0.0004715688037197717,0.0004768915435220342,0.00048278578172273733,0.0004894316785769258,0.0004952185991776042,0.0005557637309519851,0.0005612364728630418,0.0005650988160246796,0.0005669006675083687,0.0005688928351897753,0.0008631010427684769,0.0008639843410519323,0.0008709295283125245,0.000871432153956718,0.0008714136549863671,0.001349610884046821,0.0013463353064950621,0.001352711964082254,0.001353663102586965,0.0013524450563460455,0.0018337605822864363,0.0018415272571168967,0.0018528223668178025,0.0018582518616658274,0.0018556618286855032,0.0023991108171938476,0.002403260862577969,0.0024247561180478524,0.0024290667625041246,0.0024299766306867185
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.thirdQuartile,0.0010330708399443472,0.0010373576427906797,0.0010512630026519006,0.0010723940913425541,0.001090252148935481,0.0011285809020293719,0.0011275094232741226,0.0011384087775357372,0.0011421306506935098,0.001150380107775635,0.001608167113933398,0.0015976046955018446,0.0016090522771510338,0.0016088384205461277,0.0016094808431236219,0.0022587997248069633,0.0022523301549665494,0.0022750937813897604,0.0022907520352258336,0.002295900549300874,0.002979419961815149,0.002981343424412431,0.0030246354205696463,0.0030360796798834834,0.0030391002951905576,0.003753722933707953,0.0037655147670314065,0.003822050081340027,0.003825705622831226,0.0038273383825811933
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.max,0.012854558644231965,0.012854558644231965,0.012854558644231965,0.012854558644231965,0.012854558644231965,0.013799461566106336,0.013799461566106336,0.013799461566106336,0.013799461566106336,0.013799461566106336,0.0147443644879805,0.0147443644879805,0.0147443644879805,0.0147443644879805,0.0147443644879805,0.01568926740985466,0.01568926740985466,0.01568926740985466,0.01568926740985466,0.01568926740985466,0.016634170331729033,0.016634170331729033,0.016634170331729033,0.016634170331729033,0.016634170331729033,0.017579073253603403,0.017579073253603403,0.017579073253603403,0.017579073253603403,0.017579073253603403
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.range,0.012854383715409246,0.012854383715409246,0.012854383715409246,0.012854383715409246,0.012854383715409246,0.013799442074804085,0.013799442074804085,0.013799442074804085,0.013799442074804085,0.013799442074804085,0.014744196990724573,0.014744196990724573,0.014744196990724573,0.014744196990724573,0.014744196990724573,0.01568578230429141,0.01568578230429141,0.01568578230429141,0.01568578230429141,0.01568578230429141,0.01662976869016286,0.016630457045255675,0.016630457045255675,0.016630457045255675,0.016630457045255675,0.017576759591620243,0.017576759591620243,0.017576759591620243,0.017576759591620243,0.017576759591620243
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveCount,2233,2361,2466,2548,2620,2864,2993,3103,3185,3256,3000,3128,3250,3357,3442,2868,3014,3156,3276,3369,2662,2815,2978,3099,3190,2482,2644,2805,2927,3022
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.9983482360839844,0.9984397888183594,0.9985084533691406,0.9985542297363281,0.9985923767089844,0.9987144470214844,0.9987678527832031,0.9988136291503906,0.9988441467285156,0.9988670349121094,0.9987678527832031,0.9988212585449219,0.9988670349121094,0.9989051818847656,0.9989280700683594,0.9987144470214844,0.9987754821777344,0.9988288879394531,0.9988746643066406,0.9989051818847656,0.9986152648925781,0.9986915588378906,0.9987602233886719,0.9988136291503906,0.9988441467285156,0.9985160827636719,0.9986076354980469,0.9986839294433594,0.9987373352050781,0.9987831115722656
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.001651763916015625,0.001560211181640625,0.001491546630859375,0.001445770263671875,0.001407623291015625,0.001285552978515625,0.001232147216796875,0.001186370849609375,0.001155853271484375,0.001132965087890625,0.001232147216796875,0.001178741455078125,0.001132965087890625,0.001094818115234375,0.001071929931640625,0.001285552978515625,0.001224517822265625,0.001171112060546875,0.001125335693359375,0.001094818115234375,0.001384735107421875,0.001308441162109375,0.001239776611328125,0.001186370849609375,0.001155853271484375,0.001483917236328125,0.001392364501953125,0.001316070556640625,0.001262664794921875,0.001216888427734375
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.meanCI_95.lowerLimit,0.0007381173402072565,0.0007370709589176621,0.0007442633014670297,0.0007535070044624107,0.0007597445124974015,0.0008383020313518181,0.0008395538463288896,0.0008467117953197239,0.0008497244686471406,0.0008538522997691345,0.0011760709852631213,0.001171963207519085,0.0011824477830224374,0.0011835826642396519,0.0011839384411825602,0.0016610792102120498,0.0016554901932906453,0.0016664076249229285,0.001669435671820354,0.0016711047877079476,0.002183499139642575,0.0021858290534867127,0.0022041227984970963,0.0022122799671578214,0.0022145837208782755,0.002778288282468004,0.002785485866234105,0.00281033006090012,0.0028220594850447184,0.0028226617154201725
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.meanCI_95.upperLimit,0.0008174429439252146,0.0008131197090630576,0.0008190157219888211,0.0008268351950949423,0.0008320780793072666,0.000915097572690973,0.0009140230882648986,0.00092081626632427,0.0009226615449069159,0.0009258835265181651,0.0012668143999366975,0.0012601380180179617,0.0012689491905127272,0.0012683997716785625,0.001267465142664935,0.0017714172466874833,0.001762276238592313,0.0017706887514669285,0.0017717000457361655,0.0017718839454329287,0.0023147596151215544,0.0023123439402239635,0.0023277262997138666,0.002333604417446232,0.002334041395252816,0.0029350660412373504,0.0029364606001921452,0.002957562529014102,0.0029664487438243203,0.002964533880889726
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.mean,0.0019777623589130513,0.001975092778850644,0.00198164323714531,0.001990186971784798,0.0019959295305332584,0.0020766499761863855,0.002076744021327519,0.0020837313770803935,0.002086167720672103,0.002089841210264053,0.002421390311072863,0.002415994141155009,0.002425641821514065,0.002425938065494776,0.0024256415055957732,0.002916118169276259,0.0029087456758675905,0.0029184053532564395,0.0029204387751591565,0.0029213436897833514,0.0034488543044539194,0.0034488057820475045,0.0034656399961379403,0.003472674952190007,0.003474024718244159,0.004056245878499669,0.004060532757160923,0.004083493665022786,0.004093822686051668,0.004093145429532452
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.stdDev,0.0009563476312193848,0.0009427508456433127,0.0009470418293400414,0.0009443204155818113,0.0009445813373973719,0.001048446551711089,0.001039327670179463,0.0010530767912436687,0.0010500881926909682,0.0010485348802388584,0.0012679656016302027,0.0012580521627987987,0.0012580078461502898,0.0012536380541110007,0.0012500816057899435,0.0015074386550244262,0.0014955423099449069,0.0014944443488619952,0.001493123336641566,0.0014921323670795098,0.0017275203860309609,0.001712200189146914,0.0017205172457382017,0.0017227256446390943,0.0017209003789975586,0.0019923468482519,0.001980152165355965,0.001988927622131682,0.001992440344075701,0.0019891789341038705
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.min,0.0011994551507749805,0.0011994551507749805,0.0011994551507749805,0.0011994551507749805,0.0011994551507749805,0.0011992998996676186,0.0011992998996676186,0.0011992998996676186,0.0011992998996676186,0.0011992998996676186,0.0011994477281207082,0.0011994477281207082,0.0011994477281207082,0.0011994477281207082,0.0011994477281207082,0.001202761357685315,0.001202761357685315,0.001202761357685315,0.001202761357685315,0.001202761357685315,0.0012036767945046072,0.0012036767945046072,0.0012036767945046072,0.0012036767945046072,0.0012036767945046072,0.001201591318994455,0.001201591318994455,0.001201591318994455,0.001201591318994455,0.001201591318994455
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.firstQuartile,0.0013795669148481677,0.0013835380553327836,0.0013865745411068358,0.0013882945247890364,0.0013883791507942735,0.001431270675998277,0.001433008356492667,0.0014337994667600405,0.0014337892179704078,0.0014340280328837833,0.00160643481279242,0.0016061023462404112,0.0016071110174857004,0.0016072086471036052,0.0016074417587651996,0.0019054087786940603,0.0019005379565768601,0.0019019914201361802,0.0018994057930689725,0.001901013943475855,0.0022434340998807815,0.0022509177668143987,0.0022596557925443263,0.00226015876732432,0.0022657095798252922,0.0026920523164089914,0.0027021611877358453,0.0027068264575077273,0.0027088876987077172,0.002709057696309725
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.median,0.0016722751622039497,0.0016759053537544867,0.0016814872179229173,0.0016894677347765266,0.0016950839302365922,0.0017547990122644113,0.001761492314667137,0.0017637353460172385,0.0017664638181055844,0.0017688653606951993,0.0020642527063470814,0.002064500310652399,0.002070619638072288,0.0020728019359169242,0.002071818048330763,0.0025509026192555777,0.00254632171499423,0.0025538614416095945,0.002555143629175244,0.002553008069939003,0.003034959507537794,0.0030391322360592645,0.0030518634931497035,0.0030560700071911194,0.0030553044340194476,0.003599659110594044,0.0036022493053794375,0.0036269558825910942,0.0036287637090757895,0.003630765208704521
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0022347528610475245,0.0022373152061553516,0.0022520568563865295,0.0022744021690988556,0.002288800272508636,0.002329206359519005,0.0023287056186753674,0.0023372371754973717,0.0023421005605697414,0.0023520881455472587,0.002808774115779937,0.0027985368500824596,0.0028108681589106297,0.0028099335038102007,0.0028113685686055423,0.003458353274684517,0.0034525596355955753,0.003472004204065969,0.0034890137377675073,0.0034924275524397712,0.004180627321286707,0.004185323550720325,0.00422898759437861,0.004231719000675171,0.004235492016248213,0.00494923950929249,0.0049677928400111045,0.0050186569956188615,0.0050257211145201194,0.0050260211276735136
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.max,0.014070713807703153,0.014070713807703153,0.014070713807703153,0.014070713807703153,0.014070713807703153,0.01501675129382229,0.01501675129382229,0.01501675129382229,0.01501675129382229,0.01501675129382229,0.015962788779941214,0.015962788779941214,0.015962788779941214,0.015962788779941214,0.015962788779941214,0.016908826266060353,0.016908826266060353,0.016908826266060353,0.016908826266060353,0.016908826266060353,0.017854863752179487,0.017854863752179487,0.017854863752179487,0.017854863752179487,0.017854863752179487,0.018800901238298622,0.018800901238298622,0.018800901238298622,0.018800901238298622,0.018800901238298622
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.range,0.012871258656928172,0.012871258656928172,0.012871258656928172,0.012871258656928172,0.012871258656928172,0.01381745139415467,0.01381745139415467,0.01381745139415467,0.01381745139415467,0.01381745139415467,0.014763341051820505,0.014763341051820505,0.014763341051820505,0.014763341051820505,0.014763341051820505,0.015706064908375037,0.015706064908375037,0.015706064908375037,0.015706064908375037,0.015706064908375037,0.01665118695767488,0.01665118695767488,0.01665118695767488,0.01665118695767488,0.01665118695767488,0.017599309919304168,0.017599309919304168,0.017599309919304168,0.017599309919304168,0.017599309919304168
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveCount,2233,2361,2466,2548,2620,2864,2993,3103,3185,3256,3000,3128,3250,3357,3442,2868,3014,3156,3276,3369,2662,2815,2978,3099,3190,2482,2644,2805,2927,3022
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.9983482360839844,0.9984397888183594,0.9985084533691406,0.9985542297363281,0.9985923767089844,0.9987144470214844,0.9987678527832031,0.9988136291503906,0.9988441467285156,0.9988670349121094,0.9987678527832031,0.9988212585449219,0.9988670349121094,0.9989051818847656,0.9989280700683594,0.9987144470214844,0.9987754821777344,0.9988288879394531,0.9988746643066406,0.9989051818847656,0.9986152648925781,0.9986915588378906,0.9987602233886719,0.9988136291503906,0.9988441467285156,0.9985160827636719,0.9986076354980469,0.9986839294433594,0.9987373352050781,0.9987831115722656
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
