,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.exitStrategies,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestParams.tradeFeeInfo.name,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount
backtestParams.tradeFeeInfo.makerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.tradeFeeInfo.takerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.resultSampleGroups.0,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.skipped.sampleSize,736,736,736,736,736,262,262,262,262,262,71,71,71,71,71,22,22,22,22,22,3,3,3,3,3,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeCount,736,736,736,736,736,262,262,262,262,262,71,71,71,71,71,22,22,22,22,22,3,3,3,3,3,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.005001068115234375,0.005001068115234375,0.005001068115234375,0.005001068115234375,0.005001068115234375,0.013980865478515625,0.013980865478515625,0.013980865478515625,0.013980865478515625,0.013980865478515625,0.050632476806640625,0.050632476806640625,0.050632476806640625,0.050632476806640625,0.050632476806640625,0.15436935424804688,0.15436935424804688,0.15436935424804688,0.15436935424804688,0.15436935424804688,0.7075996398925781,0.7075996398925781,0.7075996398925781,0.7075996398925781,0.7075996398925781,0.9750022888183594,0.9750022888183594,0.9750022888183594,0.9750022888183594,0.9750022888183594
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9949989318847656,0.9949989318847656,0.9949989318847656,0.9949989318847656,0.9949989318847656,0.9860191345214844,0.9860191345214844,0.9860191345214844,0.9860191345214844,0.9860191345214844,0.9493675231933594,0.9493675231933594,0.9493675231933594,0.9493675231933594,0.9493675231933594,0.8456306457519531,0.8456306457519531,0.8456306457519531,0.8456306457519531,0.8456306457519531,0.2924003601074219,0.2924003601074219,0.2924003601074219,0.2924003601074219,0.2924003601074219,0.024997711181640625,0.024997711181640625,0.024997711181640625,0.024997711181640625,0.024997711181640625
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.firstQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.thirdQuartile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeCount,736,736,736,736,736,262,262,262,262,262,71,71,71,71,71,22,22,22,22,22,3,3,3,3,3,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.005001068115234375,0.005001068115234375,0.005001068115234375,0.005001068115234375,0.005001068115234375,0.013980865478515625,0.013980865478515625,0.013980865478515625,0.013980865478515625,0.013980865478515625,0.050632476806640625,0.050632476806640625,0.050632476806640625,0.050632476806640625,0.050632476806640625,0.15436935424804688,0.15436935424804688,0.15436935424804688,0.15436935424804688,0.15436935424804688,0.7075996398925781,0.7075996398925781,0.7075996398925781,0.7075996398925781,0.7075996398925781,0.9750022888183594,0.9750022888183594,0.9750022888183594,0.9750022888183594,0.9750022888183594
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.9949989318847656,0.9949989318847656,0.9949989318847656,0.9949989318847656,0.9949989318847656,0.9860191345214844,0.9860191345214844,0.9860191345214844,0.9860191345214844,0.9860191345214844,0.9493675231933594,0.9493675231933594,0.9493675231933594,0.9493675231933594,0.9493675231933594,0.8456306457519531,0.8456306457519531,0.8456306457519531,0.8456306457519531,0.8456306457519531,0.2924003601074219,0.2924003601074219,0.2924003601074219,0.2924003601074219,0.2924003601074219,0.024997711181640625,0.024997711181640625,0.024997711181640625,0.024997711181640625,0.024997711181640625
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.skipped.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.sampleSize,2543,2632,2731,2814,2883,2969,3058,3155,3236,3305,2947,3050,3156,3250,3329,2761,2874,2993,3097,3177,2547,2663,2787,2894,2984,2339,2461,2590,2695,2792
backtestResult.results.groupedByPriceTargetReached.true.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.mean,0.0010744401788462515,0.0010715967478696965,0.001087654830876281,0.0010981346854791396,0.0011021929330730668,0.0012180854800475111,0.0012125536047136844,0.0012160571097881473,0.001219295637816639,0.0012169430525900114,0.0016306716607375974,0.001629321582578753,0.0016299811556749852,0.0016320325889136837,0.0016309403665754221,0.002143591726765338,0.0021449229589887995,0.0021419897232543253,0.0021460293982062673,0.0021488016498643616,0.002693687731779479,0.0026952860081576645,0.0026988587200399007,0.0027070444798788893,0.0027107853274502373,0.0033198220151748115,0.0033205981351057913,0.003324064574552942,0.0033375911213327433,0.0033432535449951003
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.stdDev,0.0012112510256094798,0.0012003866010864047,0.0012785637710575606,0.001285627904857966,0.0012845612707540939,0.0012483443388071505,0.0012372458255870626,0.001305263310179155,0.0013056257243217585,0.0013034155124047033,0.001423828569672595,0.0014107782963908165,0.0014434531295892806,0.0014441329716245253,0.0014397157891927193,0.0016571909488865488,0.0016452754699938417,0.0016740334730073058,0.0016724883771799851,0.0016639585640174253,0.0018875852701867233,0.00187749172184386,0.0019080237161496214,0.0019094960459314079,0.0018998778213183856,0.0021126715680423566,0.0021012786810294644,0.0021300401585393263,0.0021289837964310067,0.002120897244132092
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.min,7.70986778882199e-08,7.70986778882199e-08,7.70986778882199e-08,7.70986778882199e-08,7.70986778882199e-08,2.3440331754142698e-08,2.3440331754142698e-08,2.3440331754142698e-08,2.3440331754142698e-08,2.3440331754142698e-08,3.2184148630602857e-06,3.2184148630602857e-06,1.5746962269871466e-06,1.5746962269871466e-06,1.5746962269871466e-06,9.298681022126776e-07,9.298681022126776e-07,9.298681022126776e-07,9.298681022126776e-07,9.298681022126776e-07,4.020482605192604e-06,4.020482605192604e-06,4.020482605192604e-06,4.020482605192604e-06,4.020482605192604e-06,1.9603371953182837e-06,1.9603371953182837e-06,1.9603371953182837e-06,1.9603371953182837e-06,1.9603371953182837e-06
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.firstQuartile,0.00029306797387315225,0.00029412614982643156,0.0002938537016272696,0.0002957429568296469,0.0002965351668270514,0.00039270583819991315,0.00039259391684178397,0.00038572408470993383,0.00039248029813028485,0.0003866924905548554,0.000636635218929654,0.0006377595503410608,0.0006379811991429203,0.0006380535873001256,0.0006411776712646497,0.0009605655477881309,0.0009764012544176239,0.0009701433025206801,0.0009846886349685509,0.0009965876755641413,0.0013669664819038836,0.0013714925518743951,0.0013714925518743951,0.001378154834883128,0.0013917586417651897,0.001860714640564065,0.0018667426390853296,0.0018596907269334195,0.0018736819965623603,0.0018811991481942365
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.median,0.0007138715749221308,0.0007149180972708129,0.0007153022880935813,0.0007231763820484051,0.0007265593809589469,0.0008761810459413524,0.0008764030550232171,0.0008688963078242431,0.0008689998105105325,0.0008688219736082901,0.0013079903685242606,0.0013132276020731003,0.0013084555521242235,0.0013110018280730067,0.0013112904312810513,0.0018212405078242187,0.0018274394706631557,0.0018257879064090938,0.0018289011110021864,0.0018317861493145808,0.0023378605224899187,0.00234070016888385,0.002350245648703164,0.0023664227192667616,0.002374308803529673,0.0029479629601942858,0.0029803392736971134,0.0029882687147159016,0.0029972274986171093,0.003006796160571588
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.thirdQuartile,0.0014445504509145864,0.0014435710595073312,0.001452721453786456,0.0014685519080932367,0.0014706368835696675,0.0016355651686785098,0.001633539440347429,0.0016297997059372558,0.0016341512703133938,0.001630278668929874,0.0022144053707206803,0.0022136635908534593,0.0022018921737378344,0.00220471661369625,0.0022005121125058588,0.002918208587089396,0.002927384042236783,0.0029136693187029154,0.0029136693187029154,0.0029152490257739793,0.0036456954326794635,0.0036502882688617625,0.0036378976614564835,0.0036483986132794786,0.0036555910919387606,0.004404168224587488,0.004412800421082726,0.004405152691943449,0.004414013294594472,0.004423156618789484
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.max,0.014816054164138549,0.014816054164138549,0.018145796618396662,0.018145796618396662,0.018145796618396662,0.015555894225642066,0.015555894225642066,0.019330137895501646,0.019330137895501646,0.019330137895501646,0.016295734287145446,0.016295734287145446,0.020514479172606626,0.020514479172606626,0.020514479172606626,0.017035574348648826,0.017035574348648826,0.021698820449711463,0.021698820449711463,0.021698820449711463,0.01777541441015248,0.01777541441015248,0.022883161726816443,0.022883161726816443,0.022883161726816443,0.018515254471655862,0.018515254471655862,0.024067503003921423,0.024067503003921423,0.024067503003921423
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.range,0.01481597706546066,0.01481597706546066,0.018145719519718773,0.018145719519718773,0.018145719519718773,0.015555870785310313,0.015555870785310313,0.01933011445516989,0.01933011445516989,0.01933011445516989,0.016292515872282386,0.016292515872282386,0.02051290447637964,0.02051290447637964,0.02051290447637964,0.017034644480546614,0.017034644480546614,0.02169789058160925,0.02169789058160925,0.02169789058160925,0.01777139392754729,0.01777139392754729,0.02287914124421125,0.02287914124421125,0.02287914124421125,0.018513294134460543,0.018513294134460543,0.024065542666726104,0.024065542666726104,0.024065542666726104
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveCount,2543,2632,2731,2814,2883,2969,3058,3155,3236,3305,2947,3050,3156,3250,3329,2761,2874,2993,3097,3177,2547,2663,2787,2894,2984,2339,2461,2590,2695,2792
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
