,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.false.sampleSize,1474,1354,1266,1197,1117,1590,1476,1385,1303,1234,1794,1673,1582,1494,1424,2087,1952,1848,1753,1665,2333,2188,2072,1967,1866,2518,2374,2257,2149,2046
backtestResult.results.groupedByPriceTargetReached.false.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.mean,-0.002926726017533719,-0.003374658504272038,-0.0038415786514075377,-0.004282592078695306,-0.004719993750128402,-0.0036679176330327514,-0.0041374763361895685,-0.004629344292780624,-0.0050962440183868135,-0.005547318287216794,-0.00419101312252856,-0.004679105744525759,-0.005172789256711072,-0.005663605592094107,-0.006139952055729426,-0.004485976318008096,-0.004990629095967219,-0.005503196871740467,-0.006012655255143118,-0.0065022064984013505,-0.004645744258104573,-0.005146907380740457,-0.005663595349273351,-0.006183455879699747,-0.006674965251703299,-0.004730252593056728,-0.005237617419605173,-0.005758472591068495,-0.006285053123312254,-0.0067792399348801605
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.stdDev,0.0017629756053008968,0.0019377742643638235,0.0021110773555388105,0.0022810014645118573,0.002461595090525506,0.0017649697947677394,0.001959449844957414,0.002143992543192407,0.002354117923287677,0.0025562474627090223,0.0017035646464332714,0.0019103100371225363,0.0021055750844064676,0.002326594724045482,0.002538854128275312,0.00170005439161935,0.001908252782749968,0.0021097580750786406,0.002335215044672569,0.0025588971050581476,0.0017649077206531123,0.0019632503041693092,0.0021630540211002936,0.002385532542985758,0.0026049179138174223,0.001810397023998656,0.0020038918774008476,0.002200230906359409,0.002415238555155169,0.0026139003339531097
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.min,-0.008174814133292928,-0.009278516478851247,-0.010430067130163327,-0.011485921169968334,-0.012589623515526652,-0.010483372601037759,-0.011749043412847401,-0.013014714224656741,-0.014280385036466383,-0.015546055848275724,-0.010483372601037759,-0.011749043412847401,-0.013014714224656741,-0.014280385036466383,-0.015546055848275724,-0.012188002604386102,-0.013474223310218802,-0.014760444016051649,-0.01604666472188435,-0.017332885427717198,-0.012188002604386102,-0.013474223310218802,-0.014760444016051649,-0.01604666472188435,-0.017332885427717198,-0.014395405598981231,-0.015322388861591872,-0.016249372124202365,-0.01717635538681286,-0.018103338649423352
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.firstQuartile,-0.004065190860029284,-0.004654304862730751,-0.005269401498694898,-0.005786221917591803,-0.0063649780309659836,-0.004799749244021337,-0.005402174373751918,-0.006027568266617319,-0.006580499239663629,-0.007164491460361557,-0.005318805548983736,-0.005959345061790625,-0.006552600068285468,-0.007201031843744369,-0.007797142309697641,-0.00555658217366267,-0.00618997812898678,-0.006849043467040564,-0.007524502182477482,-0.008153096521572593,-0.0057044309990455025,-0.0063296193629807825,-0.0070089723553426,-0.00768348999243037,-0.008323594767764758,-0.0057953933672313055,-0.006438536053007727,-0.007093023906257793,-0.007776672097106812,-0.008395366922235182
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.median,-0.0030279860559919093,-0.0034761653673044163,-0.003946857126987896,-0.004382354597469763,-0.0047981601724610455,-0.003664598856581076,-0.00411951417270898,-0.004626840551418423,-0.005045103250993856,-0.005521501623098506,-0.004171478407305196,-0.004648753520775473,-0.00512940336827661,-0.005645088746152358,-0.006113377028181965,-0.004466901488420147,-0.0049672931073865174,-0.005431970057279562,-0.0059207249863427285,-0.00640350711384585,-0.004616599073381634,-0.005114126599275165,-0.005614014058955825,-0.006114347795366533,-0.006599744764584653,-0.00466567882332445,-0.005196426060777362,-0.005671514075631212,-0.006177658395639883,-0.006651694414765367
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.thirdQuartile,-0.0018710925565772448,-0.002206138459308868,-0.0025538715648549927,-0.0028535183257245517,-0.003197571072249744,-0.0026323965961996525,-0.002955872653931552,-0.0033287774719883076,-0.0036398723213234684,-0.003991258003869132,-0.0031917248140557906,-0.003524172040616852,-0.003927586697630199,-0.0042725390876394015,-0.004608027588195852,-0.0034298354830480282,-0.003797505047658155,-0.004171523653599249,-0.004539218598715304,-0.004906905917283563,-0.0035326635988559797,-0.0038932858391010393,-0.004282566695339186,-0.004643139047260831,-0.005000295426003108,-0.0035901681802967553,-0.003974994176469678,-0.004353165799829306,-0.004730174335482796,-0.00508862818261366
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.max,0.006925428895565887,0.006288182638356065,0.005789277113411964,0.005370550728422408,0.004951824343432853,0.006925428895565887,0.006288182638356065,0.005789277113411964,0.005370550728422408,0.004951824343432853,0.006925428895565887,0.006288182638356065,0.005789277113411964,0.005370550728422408,0.004951824343432853,0.003427345501868374,0.0022169565106150025,0.0010065675193614806,0.0006894922193796486,0.0006966936806422519,0.004100879328032796,0.003365932761139032,0.0026309861942452675,0.001896039627351503,0.001161093060457589,0.004100879328032796,0.003365932761139032,0.0026309861942452675,0.001896039627351503,0.001161093060457589
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.range,0.015100243028858814,0.015566699117207313,0.016219344243575292,0.01685647189839074,0.017541447858959506,0.017408801496603645,0.018037226051203465,0.018803991338068704,0.019650935764888793,0.020497880191708576,0.017408801496603645,0.018037226051203465,0.018803991338068704,0.019650935764888793,0.020497880191708576,0.015615348106254475,0.015691179820833803,0.015767011535413128,0.016736156941264,0.01802957910835945,0.016288881932418897,0.016840156071357835,0.017391430210296918,0.017942704349235852,0.018493978488174787,0.018496284927014026,0.018688321622730902,0.018880358318447633,0.019072395014164363,0.01926443170988094
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveCount,76,62,49,39,36,36,29,22,18,16,22,16,14,12,11,14,8,7,6,6,15,10,7,6,6,16,11,8,7,7
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeCount,1398,1292,1217,1158,1081,1554,1447,1363,1285,1218,1772,1657,1568,1482,1413,2073,1944,1841,1747,1659,2318,2178,2065,1961,1860,2502,2363,2249,2142,2039
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportion,0.051560379918588875,0.04579025110782865,0.038704581358609796,0.03258145363408521,0.03222918531781558,0.022641509433962263,0.01964769647696477,0.01588447653429603,0.013814274750575594,0.012965964343598054,0.012263099219620958,0.009563658099222952,0.008849557522123894,0.008032128514056224,0.007724719101123595,0.006708193579300431,0.004098360655737705,0.003787878787878788,0.0034227039361095267,0.0036036036036036037,0.006429489927132447,0.004570383912248629,0.0033783783783783786,0.003050330452465684,0.003215434083601286,0.006354249404289118,0.004633529907329402,0.003544528134692069,0.003257328990228013,0.003421309872922776
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportion,0.9484396200814111,0.9542097488921714,0.9612954186413902,0.9674185463659147,0.9677708146821844,0.9773584905660377,0.9803523035230353,0.984115523465704,0.9861857252494244,0.9870340356564019,0.987736900780379,0.990436341900777,0.9911504424778761,0.9919678714859438,0.9922752808988764,0.9932918064206996,0.9959016393442623,0.9962121212121212,0.9965772960638904,0.9963963963963964,0.9935705100728676,0.9954296160877514,0.9966216216216216,0.9969496695475343,0.9967845659163987,0.9936457505957109,0.9953664700926707,0.9964554718653079,0.996742671009772,0.9965786901270772
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.04083856507589892,0.03528454103004986,0.028768578600167856,0.023270762355106514,0.022672948606759176,0.01590599204009434,0.013195999269563007,0.009978212432310469,0.008205598258825785,0.007429472244732576,0.007703357981465996,0.0054776225343693965,0.004843922842920355,0.004153332078313253,0.0038585877150632024,0.003671818848826066,0.0017730212602459017,0.001527728456439394,0.001260116585852824,0.0013267173423423422,0.0036008910871195886,0.0021914633797989027,0.001362568623310811,0.0011230220513472294,0.0011838072749196142,0.0036332158459094514,0.002312240022114574,0.001533423792645104,0.0013137469462540718,0.0013798837671065494
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.06411125669647588,0.05832284451235345,0.05084618723599643,0.04426897856824678,0.04434182586260107,0.031205476005122346,0.028095785518325766,0.02395204344381064,0.021748332728446673,0.020967090922004782,0.018506538110433214,0.015484120699009778,0.014804536262444688,0.013992018488995044,0.013777301552590361,0.011228598872039898,0.008060783636374552,0.007789539568351976,0.007433434860133744,0.007826459729993667,0.01057972685237121,0.008386632860033778,0.006948277756974505,0.006629011021329475,0.006983643559397608,0.010300115898926168,0.00827487376726467,0.0069693876781134045,0.00669838473540564,0.007036675222924494
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9358887433035241,0.9416771554876466,0.9491538127640037,0.9557310214317531,0.955658174137399,0.9687945239948776,0.9719042144816743,0.9760479565561893,0.9782516672715533,0.979032909077995,0.9814934618895669,0.9845158793009903,0.9851954637375553,0.986007981511005,0.9862226984474097,0.98877140112796,0.9919392163636256,0.9922104604316482,0.9925665651398661,0.9921735402700064,0.9894202731476287,0.9916133671399663,0.9930517222430254,0.9933709889786706,0.9930163564406025,0.9896998841010738,0.9917251262327355,0.9930306123218867,0.9933016152645944,0.9929633247770755
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.9591614349241011,0.96471545896995,0.9712314213998321,0.9767292376448933,0.9773270513932408,0.9840940079599058,0.986804000730437,0.9900217875676897,0.9917944017411742,0.9925705277552674,0.9922966420185341,0.9945223774656305,0.9951560771570797,0.9958466679216866,0.9961414122849368,0.996328181151174,0.998226978739754,0.9984722715435607,0.9987398834141472,0.9986732826576576,0.9963991089128805,0.9978085366202011,0.9986374313766893,0.9988769779486526,0.9988161927250803,0.9963667841540904,0.9976877599778855,0.9984665762073548,0.9986862530537459,0.9986201162328936
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.0030167283226253303,-0.003477875193109695,-0.003957868917919907,-0.004411813513906626,-0.004864353493675245,-0.003754672687459088,-0.00423744112300579,-0.004742260025020792,-0.005224067922309271,-0.005689945168457924,-0.0042698452905745535,-0.004770645965914787,-0.005276547728038474,-0.005781583723014774,-0.00627181987541667,-0.004558914958340829,-0.005075283989735969,-0.005599388603994913,-0.006121973334604786,-0.0066251206181820715,-0.004717362013407514,-0.005229171051745257,-0.005756733703943773,-0.0062888798182098825,-0.006793158942384913,-0.004800966044553037,-0.005318227619656752,-0.005849245980626088,-0.006387170087774874,-0.006892504035528932
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.upperLimit,-0.0028367237124421077,-0.0032714418154343814,-0.0037252883848951685,-0.0041533706434839866,-0.0045756340065815585,-0.0035811625786064147,-0.004037511549373347,-0.004516428560540456,-0.004968420114464356,-0.005404691405975663,-0.004112180954482566,-0.004587565523136731,-0.005069030785383671,-0.00554562746117344,-0.006008084236042182,-0.004413037677675362,-0.004905974202198469,-0.005407005139486021,-0.00590333717568145,-0.00637929237862063,-0.0045741265028016315,-0.005064643709735656,-0.005570456994602929,-0.006078031941189612,-0.006556771561021686,-0.004659539141560419,-0.005157007219553593,-0.005667699201510903,-0.006182936158849634,-0.006665975834231389
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.mean,-0.0017269366884717888,-0.002174857600443232,-0.0026417905291348073,-0.003082769689441418,-0.0035201387378343803,-0.002468168773342558,-0.0029377794221095554,-0.003429679603793618,-0.0038965912547468695,-0.0043476995303754614,-0.0029913786496460803,-0.003479556303820619,-0.003973253396820642,-0.004464079329975048,-0.004940448404242476,-0.003286439933278507,-0.0037911616693268612,-0.004303756296668525,-0.004813213933878013,-0.005302750978919111,-0.0034463143069213974,-0.003947527853279993,-0.004464248382530475,-0.004984098033076097,-0.0054755959460898165,-0.0035307750439444317,-0.004038180083261998,-0.004559064438867175,-0.005085612016974011,-0.005579755873031882
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.stdDev,0.0017628664462842466,0.0019376145065836496,0.002110910564160008,0.002280739397429498,0.002461227824514797,0.0017647549267108557,0.001959165075545685,0.002143657695335572,0.0023536927220439157,0.002555729962737027,0.0017033857884172464,0.0019100651926186442,0.0021052184919307447,0.0023261300559719303,0.0025382733003926523,0.0016999285362114768,0.0019080318564828245,0.0021094273758280224,0.0023347574355916598,0.002558274715634681,0.001764813428390187,0.001963025593639865,0.002162730126533624,0.0023850485175285104,0.0026042604310204933,0.0018103037368836184,0.0020036714903269013,0.002199913887129405,0.002414762492664862,0.002613225441034758
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.min,-0.006965729806928695,-0.008068108503861585,-0.00924187029261699,-0.010272865897727664,-0.011375244594660553,-0.009271519665677685,-0.010535672583249616,-0.011799825500821396,-0.013063978418393327,-0.014328131335965107,-0.009271519665677685,-0.010535672583249616,-0.011799825500821396,-0.013063978418393327,-0.014328131335965107,-0.01100191655588229,-0.012289681653196952,-0.013577446750511613,-0.014865211847826274,-0.016152976945140937,-0.01100191655588229,-0.012289681653196952,-0.013577446750511613,-0.014865211847826274,-0.016152976945140937,-0.013211970024355167,-0.0141400663347096,-0.015068162645063887,-0.015996258955418174,-0.016924355265772458
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.0028633922078150904,-0.003457112426162065,-0.004070560256630129,-0.004588072617298666,-0.005158923155123663,-0.0035966767729254043,-0.0042055138137158735,-0.004821059090203209,-0.005386100003491853,-0.005962434880930814,-0.004117345729088338,-0.004759603090500816,-0.005347823925152767,-0.005997204730316583,-0.006599338733960501,-0.004360846943597541,-0.004984993636899179,-0.005654352802322944,-0.0063161977625104315,-0.006948427591457586,-0.004506620171584123,-0.0051352833030021,-0.00580548297933013,-0.006487910039524571,-0.007124747446638665,-0.004593635652447868,-0.005235837884166806,-0.005893292497327802,-0.0065787861853580515,-0.007189883215506855
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.median,-0.0018285024296357645,-0.002275590764676262,-0.0027428433067276225,-0.0031796400339435906,-0.003593125401116876,-0.0024646035770807015,-0.0029177794252152793,-0.0034229298369330688,-0.003846510184809938,-0.004321502965134526,-0.0029687173437678866,-0.0034536149418529375,-0.003930619282776786,-0.004445091214361193,-0.004917271833828756,-0.0032644932724228137,-0.003767652409240473,-0.004229920133565811,-0.004726990090558744,-0.0052034116331362654,-0.003417526128608915,-0.003916881308332908,-0.004410219298399399,-0.004916292468647581,-0.005403132931287687,-0.00346337069130178,-0.003996464144635229,-0.004475920780562992,-0.004982727116996895,-0.005457129682699173
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.thirdQuartile,-0.0006723425497824783,-0.0010061600241336346,-0.0013526947073266794,-0.0016535569171651926,-0.001998827765164888,-0.0014343316903900455,-0.0017551816823226521,-0.0021255049025636296,-0.0024362266619334843,-0.0027884063156433003,-0.0019948367509948516,-0.002322113478758405,-0.002725637597299796,-0.003071386025756407,-0.003409176968798691,-0.002229640018048595,-0.0025998671346227093,-0.0029707892023406648,-0.0033395304069439597,-0.0037072047825068045,-0.0023337934401037913,-0.0026928023949772573,-0.0030824993151676765,-0.0034395200007622207,-0.003795395249999962,-0.0023893528124361027,-0.002773679235157349,-0.0031512390823579487,-0.0035339459372578973,-0.0038921631698230746
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.max,0.008116403795951093,0.007479921775707708,0.00698161457839697,0.006563390363767189,0.006145166149137409,0.008116403795951093,0.007479921775707708,0.00698161457839697,0.006563390363767189,0.006145166149137409,0.008116403795951093,0.007479921775707708,0.00698161457839697,0.006563390363767189,0.006145166149137409,0.004632181217900241,0.0034203388878540557,0.00220849655780787,0.0018910405390346427,0.0018982506472389686,0.005295241655442675,0.004561176495584938,0.0038271113357272,0.0030930461758694626,0.0023589810160117254,0.005295241655442675,0.004561176495584938,0.0038271113357272,0.0030930461758694626,0.0023589810160117254
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.range,0.015082133602879789,0.015548030279569292,0.01622348487101396,0.016836256261494854,0.01752041074379796,0.017387923461628776,0.018015594358957325,0.018781440079218364,0.019627368782160516,0.020473297485102515,0.017387923461628776,0.018015594358957325,0.018781440079218364,0.019627368782160516,0.020473297485102515,0.01563409777378253,0.015710020541051008,0.015785943308319485,0.016756252386860918,0.018051227592379905,0.016297158211324964,0.01685085814878189,0.017404558086238812,0.017958258023695738,0.018511957961152663,0.018507211679797842,0.018701242830294538,0.018895273980791088,0.019089305131287638,0.019283336281784184
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveCount,204,159,127,104,87,119,92,73,61,53,73,62,53,45,40,62,52,43,37,33,63,53,44,37,34,65,55,45,37,34
