,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.exitStrategies,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestParams.tradeFeeInfo.name,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount
backtestParams.tradeFeeInfo.makerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.tradeFeeInfo.takerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.resultSampleGroups.0,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.true.sampleSize,2063,2171,2240,2293,2351,2781,2893,2973,3031,3097,2977,3106,3188,3246,3324,2808,2943,3034,3090,3175,2576,2714,2814,2882,2972,2365,2503,2609,2694,2778
backtestResult.results.groupedByPriceTargetReached.true.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.mean,0.00046271518247577276,0.00046874567470303906,0.00047147890619653334,0.0004756377551284791,0.00048078347129696454,0.0005234468426182786,0.0005284329608492984,0.0005320129873666032,0.000533453942669278,0.0005399822266524108,0.0007669592569410642,0.0007704229163027524,0.0007739980673194431,0.0007734988652766265,0.000775892013184772,0.0011597982769406693,0.0011686182098607136,0.0011765207608729592,0.001176999261124165,0.0011798610463547327,0.0016521320451615188,0.001660222058285369,0.0016686788061366987,0.0016691614346875012,0.0016733813155459733,0.002185637610214005,0.00219287478134742,0.002202053005365722,0.0021944075555176247,0.002198415686237435
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.stdDev,0.00045047606309894155,0.0004552784154486407,0.0004579147864580988,0.00046116463460242363,0.00046530801722895047,0.0005099085974655979,0.0005120044417278241,0.0005161903269883056,0.0005182383925870879,0.0005248054206677105,0.0006391255800338158,0.0006408467333065615,0.0006466958516461556,0.0006454419829791775,0.0006508661755457495,0.0008280627268923051,0.0008340744052740759,0.0008412222286513479,0.0008389210767699274,0.0008446944641729642,0.0010153101439501694,0.001021602455424474,0.0010275619683396933,0.0010243422275898852,0.0010306472833508096,0.0011676160619555633,0.0011764052811697161,0.0011832651674399427,0.0011773800776626344,0.0011843609906249419
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.min,9.442792885037724e-07,9.442792885037724e-07,9.442792885037724e-07,9.442792885037724e-07,9.442792885037724e-07,2.0464685547060777e-07,2.0464685547060777e-07,2.0464685547060777e-07,2.0464685547060777e-07,2.0464685547060777e-07,1.241318356957797e-07,1.241318356957797e-07,1.241318356957797e-07,1.241318356957797e-07,1.241318356957797e-07,1.9102952262526482e-07,1.9102952262526482e-07,1.9102952262526482e-07,1.9102952262526482e-07,1.9102952262526482e-07,4.880756853297846e-06,2.217680909420233e-06,2.217680909420233e-06,2.217680909420233e-06,2.217680909420233e-06,3.064836476704571e-06,3.064836476704571e-06,3.064836476704571e-06,3.064836476704571e-06,3.064836476704571e-06
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.firstQuartile,0.00014038291405106675,0.00014143436418399905,0.0001425460837815996,0.0001427907611946733,0.0001440895638566978,0.0001560226995327995,0.0001592930207267013,0.00015952777212312986,0.0001601522948329655,0.00016097086270692196,0.0002870550162772789,0.0002872083818174754,0.00028751686019875834,0.0002875402009097674,0.00028736280387333074,0.0005382592555389059,0.0005384319640478818,0.0005420458034500452,0.00054296639433611,0.000542665201106846,0.000910495462263143,0.0009102937838158938,0.0009105579654158375,0.0009121345492880201,0.0009124545618305829,0.0013398738203640186,0.0013376441338762992,0.0013377159959737633,0.001337751927022495,0.001338641002689852
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.median,0.0003303406984095847,0.000332947631558551,0.0003345891293650078,0.00033616599010443163,0.0003392464660762881,0.0003814855620609262,0.00038500272233490203,0.00038800655073020155,0.00038598707481089046,0.0003906844355446713,0.0006148791052848259,0.0006243296973971833,0.0006250927149164734,0.0006250927149164734,0.0006244979089114149,0.001003468555687683,0.001025083455177801,0.0010317396294443485,0.001032750998766594,0.0010325253673652143,0.0015099906171809087,0.00151040189547991,0.0015133700101251967,0.0015174048843679515,0.0015162745891254706,0.0020402603559959787,0.0020376867166423712,0.0020525029775382508,0.0020511535428651903,0.00204044707030134
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.thirdQuartile,0.0006494953370010417,0.0006642312941501975,0.0006668422950547983,0.0006723642406115205,0.0006777678677775965,0.0007375770755442801,0.0007414844697947162,0.0007477590571093012,0.0007472043345352197,0.0007560950516483313,0.0010807318471689423,0.0010856118014689956,0.0010909471339701669,0.0010885329351891084,0.001095288414552655,0.001618754767484783,0.0016303002037069097,0.0016404561782146368,0.0016379533033930695,0.001639942735429786,0.0022450520168839903,0.0022602266262145804,0.002263807025460632,0.002262233189944189,0.0022699666836480227,0.0028846853212538227,0.002900906437821994,0.0029114624877415243,0.0028994751449605673,0.002901030643201165
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.max,0.0043775165850719056,0.0043775165850719056,0.0043775165850719056,0.0043775165850719056,0.0043775165850719056,0.005640946482937977,0.005640946482937977,0.005640946482937977,0.005640946482937977,0.005640946482937977,0.005885077156883126,0.005885077156883126,0.005885077156883126,0.005885077156883126,0.005885077156883126,0.007796334665133734,0.007796334665133734,0.007796334665133734,0.007796334665133734,0.007796334665133734,0.010075339036480334,0.010075339036480334,0.010075339036480334,0.010075339036480334,0.010075339036480334,0.007504043406323915,0.007504043406323915,0.007539810840747195,0.007539810840747195,0.007539810840747195
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.summary.range,0.004376572305783402,0.004376572305783402,0.004376572305783402,0.004376572305783402,0.004376572305783402,0.0056407418360825065,0.0056407418360825065,0.0056407418360825065,0.0056407418360825065,0.0056407418360825065,0.00588495302504743,0.00588495302504743,0.00588495302504743,0.00588495302504743,0.00588495302504743,0.007796143635611109,0.007796143635611109,0.007796143635611109,0.007796143635611109,0.007796143635611109,0.010070458279627036,0.010073121355570914,0.010073121355570914,0.010073121355570914,0.010073121355570914,0.00750097856984721,0.00750097856984721,0.007536746004270491,0.007536746004270491,0.007536746004270491
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveCount,2063,2171,2240,2293,2351,2781,2893,2973,3031,3097,2977,3106,3188,3246,3324,2808,2943,3034,3090,3175,2576,2714,2814,2882,2972,2365,2503,2609,2694,2778
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.9982109069824219,0.9983024597167969,0.9983558654785156,0.9983940124511719,0.9984321594238281,0.9986763000488281,0.9987220764160156,0.9987602233886719,0.9987831115722656,0.9988059997558594,0.9987602233886719,0.9988136291503906,0.9988441467285156,0.9988670349121094,0.9988899230957031,0.9986839294433594,0.9987449645996094,0.9987831115722656,0.9988059997558594,0.9988365173339844,0.9985694885253906,0.9986381530761719,0.9986915588378906,0.9987220764160156,0.9987602233886719,0.9984397888183594,0.9985237121582031,0.9985847473144531,0.9986305236816406,0.9986763000488281
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.001789093017578125,0.001697540283203125,0.001644134521484375,0.001605987548828125,0.001567840576171875,0.001323699951171875,0.001277923583984375,0.001239776611328125,0.001216888427734375,0.001194000244140625,0.001239776611328125,0.001186370849609375,0.001155853271484375,0.001132965087890625,0.001110076904296875,0.001316070556640625,0.001255035400390625,0.001216888427734375,0.001194000244140625,0.001163482666015625,0.001430511474609375,0.001361846923828125,0.001308441162109375,0.001277923583984375,0.001239776611328125,0.001560211181640625,0.001476287841796875,0.001415252685546875,0.001369476318359375,0.001323699951171875
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.meanCI_95.lowerLimit,0.00044327599195537827,0.00044959415592187035,0.0004525154833227034,0.00045676175206786623,0.00046197427268750585,0.0005044951540298728,0.0005097753692224176,0.0005134576660755319,0.0005150040991620948,0.0005214987449949019,0.0007440002629751015,0.0007478852200998203,0.000751549067828957,0.0007512944661910255,0.0007537652816605537,0.00112917012759662,0.001138483588790077,0.0011465871558916621,0.001147419276954071,0.0011504788772096685,0.0016129233971511636,0.0016217865102572423,0.0016307121764118954,0.0016317629367558631,0.0016363267494870553,0.002138578841534518,0.002146787338500509,0.0021566482738585844,0.0021499470948183725,0.0021543729750764457
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin.meanCI_95.upperLimit,0.00048215437299616726,0.00048789719348420776,0.0004904423290703633,0.0004945137581890919,0.0004995926699064233,0.0005423985312066845,0.0005470905524761791,0.0005505683086576745,0.0005519037861764611,0.0005584657083099196,0.000789918250907027,0.0007929606125056845,0.0007964470668099293,0.0007957032643622275,0.0007980187447089903,0.0011904264262847185,0.0011987528309313502,0.0012064543658542562,0.001206579245294259,0.0012092432154997969,0.001691340693171874,0.0016986576063134956,0.001706645435861502,0.0017065599326191393,0.0017104358816048913,0.002232696378893492,0.002238962224194331,0.0022474577368728596,0.002238868016216877,0.002242458397398424
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.mean,0.0016629142712109857,0.001668945321085567,0.0016716731131514277,0.0016758233333355414,0.0016809590804690677,0.001723626124568193,0.001728601213522896,0.0017321786732431756,0.0017336090841854606,0.0017401272557847473,0.0019671157435466615,0.0019705779358487464,0.00197415191790288,0.001973645418758712,0.0019760275021080053,0.002359958781363096,0.002368786130890207,0.002376680817951509,0.0023771586715853423,0.0023800081691290266,0.0028522580072768847,0.002860367613417993,0.002868820169119535,0.0028693037676730576,0.002873514409353347,0.0033857364532366633,0.003393008598412823,0.0034021725619269453,0.0033945225691434057,0.0033985114367847385
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.stdDev,0.0004505708212258049,0.0004553798801530808,0.0004580027010429419,0.0004612554543718673,0.00046540420261461865,0.0005100692838525449,0.0005121437848441196,0.0005163150127018442,0.0005183476290134458,0.0005249147614532785,0.0006392876027860557,0.0006409969909744246,0.0006468339737350436,0.0006455750343681197,0.0006510046022495627,0.0008282568281565168,0.0008342653632107592,0.0008413906149448403,0.0008390918445445923,0.0008448689098485614,0.001015527993201914,0.0010218204100273696,0.001027756250975142,0.0010245431029844137,0.0010308557450260875,0.0011677919107597337,0.0011765957494889682,0.001183434424483462,0.0011775553846530887,0.001184525591692054
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.min,0.0012002235785737927,0.0012002235785737927,0.0012002235785737927,0.0012002235785737927,0.0012002235785737927,0.001199484833167447,0.001199484833167447,0.001199484833167447,0.001199484833167447,0.001199484833167447,0.0012002510276574664,0.0012002510276574664,0.0012002510276574664,0.0012002510276574664,0.0012002510276574664,0.001199471232165669,0.001199471232165669,0.001199471232165669,0.001199471232165669,0.001199471232165669,0.0012041553351981678,0.0012014954530291354,0.0012014954530291354,0.0012014954530291354,0.0012014954530291354,0.0012023415926192213,0.0012023415926192213,0.0012023415926192213,0.0012023415926192213,0.0012023415926192213
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.firstQuartile,0.001341271906943727,0.00134165713231996,0.0013425013279131466,0.00134343240497856,0.001344070897546875,0.0013560321982667646,0.0013593764939756397,0.0013597305507852273,0.0013599522651696733,0.0013607283532585243,0.0014864732715269174,0.0014864757913145114,0.001487307187418795,0.0014877529537443784,0.0014865625306877137,0.0017376920856669341,0.0017395683480562162,0.001740678256097616,0.0017436164867908766,0.00174341080864991,0.0021103003509416497,0.0021099152878102235,0.002110575503625434,0.002111416755832487,0.002112370225977064,0.0025402652859121393,0.0025360732923948473,0.0025362616870724,0.0025363558844111764,0.002538614526091719
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.median,0.0015303203326875459,0.0015328043148393358,0.001534229209856516,0.00153653858917791,0.001538957267550441,0.0015821569936579334,0.001584657691920957,0.0015884911763585712,0.0015863018849564695,0.0015901848122247193,0.001814443046236101,0.001822986164634215,0.0018251675812466783,0.0018245289283089277,0.001823032799641263,0.0022027933340650345,0.002223245378048711,0.0022302581501469953,0.002232465035957148,0.0022316746099436953,0.002708408723755068,0.002710403146941527,0.002714417881097539,0.0027180594967902687,0.0027157344998788658,0.0032399972588941887,0.0032378308869962778,0.003249321882622038,0.0032486204371945547,0.0032419008532201072
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0018506459994715489,0.0018642241844777998,0.0018683634184829161,0.0018714980322408466,0.0018791039804593641,0.0019388100686423071,0.0019425351521667094,0.0019474674334473202,0.001947432269255253,0.0019571953005782443,0.0022795904299503372,0.002287635749999917,0.0022929774887439055,0.0022905603911849335,0.002294396640372485,0.002817945333358259,0.002832978170731646,0.00284232039043845,0.0028377248303596506,0.0028422164271048353,0.003442183288686956,0.0034625492838337045,0.0034672456570701863,0.00346485550335836,0.003472895946153842,0.004087558649057232,0.004104827040268297,0.004109480289753874,0.004102027688184863,0.004105022146644693
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.max,0.005571547146832715,0.005571547146832715,0.005571547146832715,0.005571547146832715,0.005571547146832715,0.006833461837945301,0.006833461837945301,0.006833461837945301,0.006833461837945301,0.006833461837945301,0.0070928639215302736,0.0070928639215302736,0.0070928639215302736,0.0070928639215302736,0.0070928639215302736,0.009006416315722297,0.009006416315722297,0.009006416315722297,0.009006416315722297,0.009006416315722297,0.011288157134182762,0.011288157134182762,0.011288157134182762,0.011288157134182762,0.011288157134182762,0.008694324385648747,0.008694324385648747,0.00873004892488785,0.00873004892488785,0.00873004892488785
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.summary.range,0.004371323568258922,0.004371323568258922,0.004371323568258922,0.004371323568258922,0.004371323568258922,0.0056339770047778535,0.0056339770047778535,0.0056339770047778535,0.0056339770047778535,0.0056339770047778535,0.005892612893872808,0.005892612893872808,0.005892612893872808,0.005892612893872808,0.005892612893872808,0.007806945083556628,0.007806945083556628,0.007806945083556628,0.007806945083556628,0.007806945083556628,0.010084001798984594,0.010086661681153627,0.010086661681153627,0.010086661681153627,0.010086661681153627,0.007491982793029526,0.007491982793029526,0.007527707332268628,0.007527707332268628,0.007527707332268628
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveCount,2063,2171,2240,2293,2351,2781,2893,2973,3031,3097,2977,3106,3188,3246,3324,2808,2943,3034,3090,3175,2576,2714,2814,2882,2972,2365,2503,2609,2694,2778
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.9982109069824219,0.9983024597167969,0.9983558654785156,0.9983940124511719,0.9984321594238281,0.9986763000488281,0.9987220764160156,0.9987602233886719,0.9987831115722656,0.9988059997558594,0.9987602233886719,0.9988136291503906,0.9988441467285156,0.9988670349121094,0.9988899230957031,0.9986839294433594,0.9987449645996094,0.9987831115722656,0.9988059997558594,0.9988365173339844,0.9985694885253906,0.9986381530761719,0.9986915588378906,0.9987220764160156,0.9987602233886719,0.9984397888183594,0.9985237121582031,0.9985847473144531,0.9986305236816406,0.9986763000488281
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByPriceTargetReached.true.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
