,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestParams.exitStrategies,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestParams.tradeFeeInfo.name,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount,BinanceUS_DefaultFeeTier_BNB_20Discount
backtestParams.tradeFeeInfo.makerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.tradeFeeInfo.takerFeePct,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
backtestParams.resultSampleGroups.0,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached,priceTargetReached
backtestParams.resultSampleGroups.1,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted,exitStrategyExecuted
backtestParams.resultSampleGroups.2,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType,entryType
backtestResult.results.groupedByPriceTargetReached.false.sampleSize,1448,1353,1285,1222,1144,1570,1475,1382,1301,1218,1770,1650,1544,1462,1365,1979,1839,1732,1642,1542,2218,2078,1961,1863,1757,2396,2255,2133,2034,1923
backtestResult.results.groupedByPriceTargetReached.false.individualResults,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.mean,-0.003567598333415143,-0.004169255371758363,-0.004783072049034497,-0.005358520907632731,-0.005984307366891166,-0.004688660171585144,-0.005304634947797806,-0.005912507407516762,-0.006504973975906098,-0.007177978695513608,-0.005164154573031172,-0.005789528789868472,-0.006423718925751353,-0.0070444475319608145,-0.007732384495818927,-0.0054301602352410105,-0.006063500111342839,-0.006714582054866812,-0.0073311342954726156,-0.00801291922319978,-0.0056766904041190246,-0.006315718590597864,-0.006966080401233583,-0.007600169584264878,-0.008288879420182393,-0.005848961103934046,-0.006498636783953197,-0.0071481284596545845,-0.007796216107967617,-0.008474282576770482
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.stdDev,0.0030247146376368387,0.0032385071513374554,0.003473655997410761,0.003698816322588928,0.003915118411863693,0.002705930042371039,0.0029184498299291237,0.0031546005855376154,0.003405380514971101,0.003607171972968093,0.002774140751001133,0.0029888148171970633,0.0032532786362178137,0.003524328459415379,0.0037364533814812743,0.002907052705494178,0.003125313364952534,0.003383999101173601,0.0036301324525734304,0.003829433409213722,0.003006399316231118,0.003207094790425149,0.0034573947721608946,0.0037002140645242686,0.003920889564030679,0.003113239755563367,0.0033074290548664263,0.0035394537961555054,0.003787056995756239,0.004005646646666994
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.min,-0.013324421709681932,-0.015165390104410193,-0.01700635849913862,-0.01884732689386704,-0.020688295288595303,-0.014622501435481657,-0.015430477157523634,-0.01718072680851405,-0.018930976459504294,-0.020688295288595303,-0.015538590423853697,-0.01719750718981985,-0.019367476206677,-0.02153744522353415,-0.023707414240391293,-0.017455321975080356,-0.018993767501288804,-0.020532213027497102,-0.02207065855370555,-0.023707414240391293,-0.018020115291293156,-0.01929453170886737,-0.02104403535962518,-0.022793539010382988,-0.024543042661140654,-0.018031487330442374,-0.019668159888822347,-0.021304832447202316,-0.022941505005582456,-0.024578177563962262
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.firstQuartile,-0.0052045054941383725,-0.005977106438620142,-0.006750055960757096,-0.0074044489928312565,-0.008168042039906828,-0.006175640862628968,-0.006895568409707543,-0.007551427178685502,-0.008296812872230417,-0.009121491102104282,-0.006719425230131284,-0.007436342625861052,-0.008172294300353253,-0.008912597261893246,-0.009727800597504072,-0.0070419458137688145,-0.007790391871087537,-0.00860643804256326,-0.00934935449786319,-0.01015444417381509,-0.00736215361246098,-0.008083677419334915,-0.0089030543483892,-0.009690311527898914,-0.010564261478767373,-0.007604066241307654,-0.008352264531243785,-0.00916965436432853,-0.009971669576643537,-0.010791528112497964
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.median,-0.003666478708248641,-0.004200239461566626,-0.0047322081030786904,-0.005277480194208568,-0.005808746111111989,-0.004632419922113627,-0.005181274173833379,-0.005743657205860868,-0.006251467753831139,-0.006871928792885126,-0.0050866685507643585,-0.0057071210390336816,-0.006297355385244582,-0.006858876043416838,-0.007487712061698041,-0.0053175578721323495,-0.005946241819983182,-0.0065888369167189514,-0.007130131710642411,-0.007813781720187164,-0.005568491079709054,-0.006186977522317713,-0.006823018880805918,-0.007436381980117504,-0.00808944720854197,-0.005735897419533154,-0.006356249963667577,-0.006958604603022579,-0.007595651556932116,-0.008246283055754743
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.thirdQuartile,-0.0020778290487482405,-0.0025014005025002185,-0.002924198125450633,-0.0032919520975871717,-0.0037126454038054657,-0.0031618704868458213,-0.003564005636410845,-0.003997736974042455,-0.0043946153928321975,-0.004794847459038228,-0.0035332542094225127,-0.003959407894461031,-0.00443803074185377,-0.004879490409604615,-0.0052980457271245614,-0.0036766106271932607,-0.004098445729789141,-0.004541623168327278,-0.004987431578430247,-0.005493384311214866,-0.0038326837197487406,-0.004240780903802276,-0.0046879530872010675,-0.005154321061370228,-0.005682638908805746,-0.0039014505508786455,-0.004333048212947769,-0.004806080515836593,-0.005256408025479955,-0.005801326257412587
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.max,0.020922326203971768,0.020173605562879515,0.01942488492178726,0.01867616428069501,0.017927443639602757,0.020922326203971768,0.020173605562879515,0.01942488492178726,0.01867616428069501,0.017927443639602757,0.020922326203971768,0.020173605562879515,0.01942488492178726,0.01867616428069501,0.017927443639602757,0.020922326203971768,0.020173605562879515,0.01942488492178726,0.01867616428069501,0.017927443639602757,0.020922326203971768,0.020173605562879515,0.01942488492178726,0.01867616428069501,0.017927443639602757,0.020922326203971768,0.020173605562879515,0.01942488492178726,0.01867616428069501,0.017927443639602757
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.summary.range,0.0342467479136537,0.03533899566728971,0.03643124342092588,0.03752349117456205,0.03861573892819806,0.03554482763945342,0.03560408272040315,0.036605611730301316,0.0376071407401993,0.03861573892819806,0.03646091662782547,0.037371112752699366,0.038792361128464264,0.040213609504229156,0.04163485787999405,0.03837764817905212,0.039167373064168315,0.03995709794928436,0.040746822834400565,0.04163485787999405,0.03894244149526492,0.03946813727174689,0.04046892028141244,0.041469703291078,0.04247048630074341,0.03895381353441414,0.03984176545170186,0.040729717368989574,0.04161766928627747,0.04250562120356502
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveCount,104,81,70,60,45,38,30,25,20,11,35,27,24,20,11,42,33,29,23,14,45,34,30,24,16,49,37,33,27,19
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeCount,1344,1272,1215,1162,1099,1532,1445,1357,1281,1207,1735,1623,1520,1442,1354,1937,1806,1703,1619,1528,2173,2044,1931,1839,1741,2347,2218,2100,2007,1904
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportion,0.0718232044198895,0.0598669623059867,0.054474708171206226,0.049099836333878884,0.039335664335664336,0.024203821656050957,0.020338983050847456,0.01808972503617945,0.015372790161414296,0.0090311986863711,0.01977401129943503,0.016363636363636365,0.015544041450777202,0.013679890560875513,0.00805860805860806,0.021222839818089943,0.01794453507340946,0.01674364896073903,0.014007308160779537,0.009079118028534372,0.02028854824165915,0.016361886429258902,0.015298317185109638,0.01288244766505636,0.00910643141718839,0.020450751252086813,0.016407982261640797,0.015471167369901548,0.01327433628318584,0.009880395215808632
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportion,0.9281767955801105,0.9401330376940134,0.9455252918287937,0.9509001636661211,0.9606643356643356,0.975796178343949,0.9796610169491525,0.9819102749638206,0.9846272098385856,0.9909688013136289,0.980225988700565,0.9836363636363636,0.9844559585492227,0.9863201094391245,0.991941391941392,0.9787771601819101,0.9820554649265906,0.983256351039261,0.9859926918392204,0.9909208819714657,0.9797114517583408,0.983638113570741,0.9847016828148903,0.9871175523349437,0.9908935685828116,0.9795492487479132,0.9835920177383592,0.9845288326300985,0.9867256637168141,0.9901196047841914
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.059062135812327346,0.04782706723773558,0.042707985013375485,0.037672976230053196,0.028834309611287152,0.017180813345939495,0.0137596001059322,0.011743305388476847,0.009416584598385859,0.004520009108169129,0.013811876544844632,0.010814541903409091,0.009984466078367876,0.008372921297879617,0.004033238896520148,0.015339408515980292,0.012385058753058727,0.01123737573073037,0.008901616978151644,0.004969575834954606,0.01483501024994364,0.011356651151948989,0.010342050850968895,0.008268543679549113,0.005215744166192374,0.015163313367330969,0.011580926933203992,0.01067042183104782,0.008766376866703538,0.005958148482189287
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.08635783327218576,0.07386438069481013,0.06832878320597488,0.06274972843850693,0.05228285022548862,0.03307422224883061,0.028908176745398563,0.026588696646793877,0.023639866611208024,0.016104038908759555,0.027390894916771498,0.02372184753417969,0.0230435781528295,0.021050652792287433,0.01437403081537603,0.028582038513152747,0.025111100413087534,0.023956486039018517,0.020946839549799926,0.015183920062469599,0.027056803243239787,0.022789544848092362,0.02177048896661162,0.0191069094647148,0.014749910184179576,0.026948844451140083,0.022542675212851648,0.02165677141707322,0.01925542713266558,0.015383493757719056
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.9136421667278143,0.92613561930519,0.9316712167940251,0.937250271561493,0.9477171497745113,0.9669257777511693,0.9710918232546013,0.9734113033532061,0.9763601333887919,0.9838959610912406,0.9726091050832286,0.9762781524658202,0.9769564218471706,0.9789493472077127,0.9856259691846239,0.9714179614868472,0.9748888995869123,0.9760435139609815,0.9790531604502,0.9848160799375303,0.9729431967567601,0.9772104551519075,0.9782295110333883,0.9808930905352853,0.9852500898158204,0.9730511555488599,0.9774573247871483,0.9783432285829268,0.9807445728673343,0.9846165062422809
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.9409378641876727,0.9521729327622646,0.9572920149866245,0.9623270237699468,0.9711656903887128,0.9828191866540605,0.9862403998940678,0.9882566946115231,0.9905834154016142,0.9954799908918308,0.9861881234551554,0.989185458096591,0.9900155339216321,0.9916270787021204,0.9959667611034799,0.9846605914840199,0.9876149412469413,0.9887626242692695,0.9910983830218483,0.9950304241650455,0.9851649897500565,0.9886433488480509,0.989657949149031,0.9917314563204509,0.9947842558338077,0.9848366866326689,0.9884190730667961,0.9893295781689523,0.9912336231332964,0.9940418515178107
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.0037233942958610077,-0.004341820100643923,-0.004973001063529267,-0.005565908721626494,-0.006211183055663775,-0.0048225115381630235,-0.005453575271401178,-0.006078828155492102,-0.006690021411005206,-0.007380559958842567,-0.005293394864914318,-0.005933744677335556,-0.006585994698018335,-0.007225106182525265,-0.007930605336516603,-0.005558241639350319,-0.006206343049897821,-0.006873954181024233,-0.007506721136842445,-0.008204057825712084,-0.005801809029522181,-0.006453612503718792,-0.007119106760380471,-0.007768195586086883,-0.008472218395911387,-0.005973620561321106,-0.006635149571685458,-0.00729833778346305,-0.00796079814694878,-0.008653318040347451
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin.meanCI_95.upperLimit,-0.0034118023709692785,-0.003996690642872803,-0.004593143034539727,-0.0051511330936389686,-0.005757431678118557,-0.004554808805007265,-0.005155694624194435,-0.005746186659541421,-0.0063199265408069895,-0.0069753974321846495,-0.005034914281148026,-0.005645312902401388,-0.006261443153484371,-0.006863788881396364,-0.0075341636551212515,-0.0053020788311317025,-0.005920657172787857,-0.006555209928709391,-0.007155547454102786,-0.007821780620687476,-0.005551571778715868,-0.006177824677476936,-0.006813054042086695,-0.007432143582442873,-0.008105540444453399,-0.005724301646546986,-0.0063621239962209355,-0.006997919135846119,-0.0076316340689864546,-0.008295247113193512
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.mean,-0.0023683015702167316,-0.002970117224892579,-0.0035840524097990436,-0.004159657186242161,-0.004785647993791005,-0.003489503125003903,-0.004105652501835319,-0.004713720948810789,-0.005306383427398846,-0.005979704154609569,-0.003965041988589928,-0.004590550782016145,-0.00522493716311308,-0.005845840994292098,-0.006534115058079058,-0.004231138825626289,-0.004864634580491391,-0.0055159012405208725,-0.006132620566955723,-0.006814698347454298,-0.004477758746591566,-0.005116971729545319,-0.005767498149277832,-0.006401791245295798,-0.007090819011245801,-0.004650009261076323,-0.005299879307125512,-0.005949563974197842,-0.006597845918123852,-0.0072762620397219795
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.stdDev,0.0030254990613305132,0.003239244507588419,0.003474357206709861,0.003699608091613764,0.003915822798751627,0.0027064829292507155,0.0029189150772505747,0.0031550974154763065,0.003405993127496749,0.003607733431888544,0.002774572337338401,0.002989107126565333,0.003253551823735414,0.0035246438587229734,0.0037366752411212146,0.0029075360380643703,0.0031257170788480154,0.003384436524944491,0.0036305941160808823,0.0038297653087266035,0.003006890382755006,0.0032075437458558677,0.0034578940426402286,0.003700783078549218,0.003921423807638765,0.003113714499351253,0.003307910148856307,0.0035399983114550023,0.0037876872179941675,0.004006293638697202
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.min,-0.012139700182817579,-0.013982879065912527,-0.01582605794900764,-0.017669236832102753,-0.019512415715197705,-0.01343933853946667,-0.014212691256475335,-0.01596084186730851,-0.017708992478141686,-0.019512415715197705,-0.014356527494604823,-0.015977602124231407,-0.018144968739709163,-0.02031233535518692,-0.022479701970664675,-0.016275560504568153,-0.017815853273753752,-0.01935614604293935,-0.020896438812124954,-0.022479701970664675,-0.016841031979655655,-0.018116978615061747,-0.019868582930599277,-0.02162018724613681,-0.023371791561674342,-0.016841031979655655,-0.01844529181779825,-0.020080001546805868,-0.02171471127581349,-0.023371791561674342
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.004010034217965671,-0.004779208068904117,-0.005553244674431414,-0.006198743657315155,-0.0069713058497873895,-0.004982335648535603,-0.005697426147180643,-0.006358067337875485,-0.007103876063037237,-0.00792659078663042,-0.005521330960299885,-0.00624028254586224,-0.006977450853082101,-0.007712719595300633,-0.008534731370995249,-0.005844630198849484,-0.006586737899096739,-0.007415281532393299,-0.008159860026577856,-0.008960777710782292,-0.006164164404147059,-0.006892663223720759,-0.00770635313194682,-0.008490799717110744,-0.009363293762195107,-0.006412476166752548,-0.007159245723701292,-0.007976352553553785,-0.0087808105803227,-0.009603765288538643
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.median,-0.0024664828030308656,-0.0030009465052554278,-0.003531071833737459,-0.004073903986890383,-0.004608754230614753,-0.003432416481684673,-0.003978932213822361,-0.004542721486654783,-0.0050582535866354516,-0.0056794596259363995,-0.0038889458325631855,-0.004510042709894161,-0.005094867636465628,-0.005653429436700889,-0.006282094329268287,-0.004114233686467261,-0.004747164093604061,-0.005395825928276645,-0.0059379725732127105,-0.006618309647859515,-0.004366342586424526,-0.004985758799269269,-0.005617760554910916,-0.006229741377969324,-0.0068984399408316185,-0.0045368273224274175,-0.0051612610096894804,-0.005766239509490044,-0.0064017313150704965,-0.0070440978998394955
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.thirdQuartile,-0.0008796035082825176,-0.001301934510184508,-0.0017269888376284957,-0.0020914923423432804,-0.002510783963829291,-0.0019596126183269087,-0.002361952076158714,-0.0027956965233589966,-0.003194623202001769,-0.0035980434933848317,-0.0023367762276848207,-0.00276170720763037,-0.0032383410395028446,-0.0036793150339440115,-0.004103686766620721,-0.002479150569172041,-0.0029026463850581117,-0.0033413951434408916,-0.0037885108833798945,-0.004299259897740172,-0.00262944627488605,-0.0030399443905116583,-0.0034879581301514606,-0.003956844443932922,-0.004486361610009034,-0.002703948743710829,-0.0031375305602116994,-0.0036095405128712425,-0.004054788025453629,-0.004598577811422164
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.max,0.022148168500794655,0.021398548855530584,0.020648929210266516,0.019899309565002445,0.019149689919738377,0.022148168500794655,0.021398548855530584,0.020648929210266516,0.019899309565002445,0.019149689919738377,0.022148168500794655,0.021398548855530584,0.020648929210266516,0.019899309565002445,0.019149689919738377,0.022148168500794655,0.021398548855530584,0.020648929210266516,0.019899309565002445,0.019149689919738377,0.022148168500794655,0.021398548855530584,0.020648929210266516,0.019899309565002445,0.019149689919738377,0.022148168500794655,0.021398548855530584,0.020648929210266516,0.019899309565002445,0.019149689919738377
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.summary.range,0.034287868683612235,0.03538142792144311,0.03647498715927416,0.0375685463971052,0.03866210563493608,0.035587507040261326,0.03561124011200592,0.03660977107757503,0.03760830204314413,0.03866210563493608,0.036504695995399475,0.03737615097976199,0.038793897949975675,0.04021164492018936,0.04162939189040305,0.03842372900536281,0.039214402129284336,0.04000507525320587,0.0407957483771274,0.04162939189040305,0.038989200480450306,0.03951552747059233,0.0405175121408658,0.041519496811139256,0.042521481481412715,0.038989200480450306,0.03984384067332883,0.04072893075707239,0.04161402084081593,0.042521481481412715
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.positiveCount,222,163,127,106,85,104,72,60,49,37,87,61,51,41,35,94,65,55,46,40,98,67,58,48,43,103,72,62,51,46
backtestResult.results.groupedByPriceTargetReached.false.profitInfo.profitMargin_noFee.negativeCount,1226,1190,1158,1116,1059,1466,1403,1322,1252,1181,1683,1589,1493,1421,1330,1885,1774,1677,1596,1502,2120,2011,1903,1815,1714,2293,2183,2071,1983,1877
